id,name,region,distance,climb_score,effort_count,start_latlng_lat,start_latlng_lon,end_latlng_lat,end_latlng_lon,average_grade,maximum_grade,total_elevation_gain,surface_type,polyline
5396527,Gomance Climb,"['Loška dolina', 'Ilirska Bistrica']",2767.3,11.2512,201,45.591688,14.484102,45.578745,14.464999,6.4,10.5,175.8,unknown,_sguGs|kwAVk@Lk@BSb@q@z@eAhAUr@FPJvAhAp@x@l@bANhCIjA]vB?P\|@j@fAh@v@\~@R`AJXd@nBh@zCh@tA\n@r@bB^tAVtAAjASrB?d@DTf@hAPdAElAu@dBIXAVZn@xAz@n@FnBG`AFv@RZb@XjAd@|AZlAXxAx@`Av@xA`Az@lAh@~@Rz@Ar@Gd@KhCJ^t@GnFGvAQdAFpAf@bDDx@ER@n@HbBl@xApBjA`@x@fAfAx@Rp@^t@Xv@YDaB`@aB
5396531,Snežnik Climb,['Ilirska Bistrica'],1119.9,6.7452,79,45.568363,14.427785,45.571428,14.419275,7.7,11.9,87.6,unknown,gacuGs|`wAOpBDnAQvEQtA[nAg@n@QNw@rAIp@TFzAa@XCx@NXMt@IQj@s@@c@TWX]r@g@l@QdAIlA?bBT~@Fx@Or@]b@g@Vu@V}ARg@L_Bz@s@fA[z@[b@OD
25492905,Sviščaki Pku,['Ilirska Bistrica'],3141.7,11.4464,150,45.573642,14.399551,45.581848,14.425376,4.9,37.0,233.6,unknown,gbduGel{vA|As@TUL[F[Z_AVg@T[\m@XaAJaBa@mA[qBAYDc@\_BVc@`@M`Ah@zAtAl@?t@GjA[x@q@^oAUmFF_Dd@uCYy@_@Uk@wAe@g@m@cAo@yA_A}A[c@I]DcDHwBRuCMcAqEw@mBMk@I{Ai@qAoA}AqA_AaCcAsBWeAa@gA]s@Q{@IsBIi@WqCUaBCk@i@a@iAu@iBo@aBkAIOHAES_A}@ESCaAFYHOFe@QCiAFcAu@IQa@_@wAaAIMa@wAyA}Ae@UOw@wBcDu@iBg@cAaA_CI_A
15461563,Passo Sviščaki climb,['Ilirska Bistrica'],5317.7,13.8828,1131,45.619922,14.385192,45.598778,14.397703,4.6,27.2,301.8,unknown,ocmuGmrxvA^uAD[d@iCb@yAXqA|@{C\{@J[l@aCb@y@f@q@Vc@n@wAH{@S_AC[Dq@Fo@j@iDZgDnAwDd@eBZoBLm@~@gCBM@w@Fi@`@mBh@oD`@iB\mAz@}BGy@m@qAQw@IcAEmANsA\uAt@{BZm@JWDW@m@E_AIu@Mm@gA{DMs@Io@LgATo@LS`@Yd@MXEHAn@HZKLMXg@`@YPIv@U|@k@bBw@j@_@`@g@Ty@DsADc@Hk@Ja@V_CLu@T}@f@q@lAk@d@Q|@YbAURBhDzAv@OVWLUPk@Oq@Eo@J}@@q@U_BW{C^cBf@?p@^BdAAb@HlAE`@O\Ib@GnAR|ADv@?fAJfATbAZ`Ab@dARx@FpA?hBWdDC|AKzA?\Jr@h@|ARz@JfAB|@EdB?\D`@XtABXDv@@zCNzAZ`A`@Fr@GPFRLTh@Dr@KfACTBHh@pA^lAb@fAr@rAxBxCt@jA`@jARX^X`A\XRvAzA\d@`@z@L\h@^f@Hl@M|@Ej@OVCz@Wd@StAmAfAc@n@MNKJKR[l@kAZYn@LTNLDf@@`@Mb@c@
7889025,hupser babna polica,['Loška dolina'],368.8,1.133,538,45.669469,14.506339,45.671952,14.506282,5.5,8.7,20.6,unknown,cyvuGqgpwAa@_@WWQ_@a@uAWUMEYFm@p@i@`Aw@hBKL[TMFi@HM?UEOIEGMUKY
18315490,Uspon kozji vrh - do križanja,['Loški Potok'],1593.2,7.6245,908,45.608604,14.606553,45.617785,14.593785,6.9,12.9,110.5,unknown,w|juG}ycxAk@AsBYwBOi@PQLSTi@~@M\OPSt@a@x@Uj@kBlDu@hAkAzAkAlAkBtA_@TYVKDcBzAWPeAhAoAhBc@b@k@x@[ZmAbBSLkAzAOHm@t@m@\e@f@[P[^Ub@WdBQv@ObAI\Gd@GjADjBDd@CjADZFrDDpA
14456511,K Štalam,['Loška dolina'],783.1,0.0,274,45.65493,14.527385,45.660213,14.52205,8.7,20.6,0.0,unknown,i~suGcktwAaCbBc@\gAdAURKDa@ZWLKJUDOCGCQUMEMKYGm@Cg@Da@RE?Ub@SJUTQJOL]PUNGLIXG@AHGHQJQ^yApDCRQ^C^ELSVEb@On@IJGXKHIx@Of@[n@
14456539,Velka ravan,['Loška dolina'],1282.5,0.0,470,45.64687,14.520276,45.646286,14.536549,-0.4,9.1,0.0,unknown,}kruGu~rwAFADKS_EAeCGoAEiDI{CGw@Ac@@MGqB?{BD_CAoCBWBM?]F}AFeELoDDuEPuGDiEJkDb@iGPiBFWR}A
20962761,Lazec climb,['Loški Potok'],2840.1,8.4412,326,45.657501,14.629007,45.638632,14.628908,4.7,39.6,179.6,unknown,kntuGgfhxAIf@Gn@BRCL?ZKXDh@J^@RTh@GFBHTl@Jl@N`@l@t@XLn@f@`@HZOTHBLRBV?FKBRCJ^BAFD@EHRNh@R\XNHz@r@XR\h@j@DdAOn@DN?JGD?NOF@RKFGTBd@I|@BBDD?JFPAH@FCVPF?h@@`@GVIRBVA\DDCL@JHIFJGHBh@IZHT@NF\Ev@AXIVMHATR^GF@PEHAPBVNVFJJVBRCHLJ\BDD@TIXUb@UHCl@APGTBBQD?FGGDDGBIPFXRXh@FFr@Q^?JALIJKR_@TWd@Wh@]x@GJIP?NIDGP?\GHGRCHKVKH@r@E?NXBGAXCLBVLb@^T^`@VZp@PVFLJ@f@Kj@RZFDLXJNNPDHTXBj@PP@FAPMJAHBFEVE\QHAEYLGXc@HCLMAUKUNC?KRED@PADCb@g@NUPQFSLQDCJANMJCb@CZBVSHATOFL@QNO@W^GCQHGAGJQOYGe@k@eAFGG[Ue@Fo@AWDm@DC?MHCx@^ZUVECOBSZq@~@B
12839244,Čabar - Parg,['Loški Potok'],3573.1,21.0518,669,45.596391,14.643224,45.597643,14.626649,7.7,34.1,273.4,unknown,mphuGc_kxAQKYEg@Da@PY\Yb@aAfCEVAZD^Xp@Xh@r@xBV^b@Vd@Ld@Fn@Cr@IVBRXCh@YPK@SEe@AQ@c@Fe@PcAh@QLIN{@p@YBYASIOOi@{@]Ka@d@Dt@Vn@V`@Zb@ZNXFb@?x@AvAK`@?\FNJNZHd@B|DBn@H^P^NRj@Fp@GRHJ\QZSDYBo@CQEi@[i@QSEs@GUI{@_@y@WkBy@QAiB_@GFk@HYNiCtIPr@z@hAf@fAPf@t@hCHh@JfBH\J^T`@^b@nApATL|@V`BRl@Cb@QXWl@]XARJXZHVBd@EVI^MTy@x@eAh@aALm@Zg@^QTMZUPYJk@CyAWu@?gAGo@Om@U_@GQKSE]?YLSRM\Kn@DtEFr@Th@XZX@zAId@Bf@N^ZpAfBp@h@n@^hAd@
21879346,čabranka up,"['Osilnica', 'Loški Potok']",467.6,2.1038,885,45.580202,14.690305,45.582157,14.685791,6.7,10.7,31.4,unknown,gkeuGketxAmAh@g@b@Wx@WzBENOX_@VoA\SRMXGj@LtECbAIp@Mf@a@rA
15263994,Plešce-Čabar,"['Osilnica', 'Loški Potok']",8343.0,3.097,796,45.546692,14.68689,45.591732,14.651052,1.9,7.9,163.0,unknown,yy~tGapsxA{@kAeEiD}@o@wDgB_C}@uD}A}@W_AA_ATw@h@o@x@_A|Bi@h@y@F}@Oy@Sm@KeG_Bw@Yq@s@mAmCeA}C[{A?}APqALqAUaAo@Us@Gu@Au@BiBNs@@q@Se@_A]iAk@w@u@g@}@g@y@{@m@kAaBkFg@aAy@q@w@}@q@eAw@eAcAS{B\y@Aw@M{Cw@m@Gs@?w@Dw@Pu@Xu@d@k@n@g@r@i@b@c@n@I`A]z@k@`@aBv@u@Vy@N_AB}@EoBUw@Gs@Je@t@U|CW`AeAdBg@h@o@^q@Ls@Cs@IaDq@w@?gD^_Df@mCj@oDbAo@Ji@NmARe@V]f@Up@a@pBSx@oAlC]j@e@`@o@Rk@CoB}@c@Ia@Cc@Ha@L}@d@WPSVM^S|BMb@YX[JkATWTO`@Ch@RdE?tBUpA_@jASvAe@jBWx@q@jB]t@e@j@i@\yAl@o@Hk@OuAcAm@Gi@ZSz@W~BQdAU`Au@hB_@n@k@^_EtAm@Zm@\o@d@m@j@g@n@c@v@_@z@q@xBe@bCYjCg@pJIdAChAB`DCvCKfAQbAKbAAhAJbAR~@v@tBV|@B`AEdA]lEMfAQfAKbAEfA?lAh@fF@fAElAUfA]z@iAlBa@|@]`AWbAKdAAfAP`CAjAUxCEhALlES`AgBnCa@v@GbAXbAPhAQtG?hA_@~FOzDMx@Qt@a@j@
21716015,Gotenica,['Kocevje'],1336.0,2.596,2585,45.602952,14.759323,45.611677,14.747805,4.4,14.2,59.0,unknown,myiuGwtayAoBjDiBpDmD`Gy@fAoChDeFnFuA`BaBrBuBxCqHhLk@nAgAzC]l@e@n@g@d@g@\YLUF
21701792,Grčarice spust,['Ribnica'],1190.9,0.0,2587,45.641157,14.753702,45.651227,14.753177,-6.1,0.0,0.0,unknown,ehquGsq`yAy@g@k@Qm@Es@@YBu@PkBz@yA^_AFcBEcA@a@BaANc@J_@LaAf@yC|B]R_Ab@]LcAPeAJaADgA?eAGcBWaAY}@a@{@e@u@m@gB{A
9158498,Janšatova,"['Kocevje', 'Ribnica']",11898.7,0.0,2268,45.67119,14.761888,45.579337,14.79923,0.3,20.8,0.0,unknown,}cwuGwdbyAj@gDR_AR_@\c@PKb@S\ApELp@EjA]x@i@t@_Az@qAtB{D`@i@ZQzAe@VOn@i@lCyCPYJWJa@P_BJWZKVLdAjAXNzAn@n@HVCTM~@aAf@e@`@e@PUf@oAd@m@RQf@SRQLUL_@VmADe@Cc@Ma@w@sAMa@?e@F}AN]TOZI\C^?|@HZAZKZSbEcETYb@s@RUp@]RUR_@Jg@JuBZcAp@oApAuAd@m@hAq@RGXGV?V@vATJAPINOn@}AXa@^a@\Sb@Qf@Of@ETBd@Nf@Vf@RR@f@ARGv@q@PUXq@Xa@x@y@VMp@Iv@@X@b@CTMPSNUJY`@e@|Ak@b@CLBj@Jx@XLBd@C~AWvAk@z@WZGh@AbAKt@?jAI~AFbB_@~@o@v@]TQTGn@OL?f@CX@lAWx@WnAo@lAoAx@m@bAi@p@Up@MtBWbB_@v@YlAk@nCw@nBe@nDYxBUrCOzAQ~@W|@_@jBgAlCuBz@m@ZO|@W~A[vC}@NE`ACpBRX@XAZCrAU~Ae@l@MdA?jDXX@~@E~@IrDa@`ASt@UfB[tDSvC[n@AVGh@Uv@w@NG^Cj@D^AhA[rEeAr@o@h@o@PMRGRCn@DjAh@b@AhAa@TA~@JhBJp@FRJPRTr@BZIdA[bAI|@@^F\LXRRr@ZXLt@Nx@CfCaAr@g@n@q@hDiFjAsBt@cAhAuBx@mArAoC`@kAf@sBTyBJs@H_CH{@Pw@l@aBLW^g@d@]|AeAt@{@^m@~@aCZq@NSPOf@WPETAtBPV?jAKl@YxA{@h@WtA_@|@KjA?jANpAFlBDhCMjDa@lAChALp@LtBv@hAVfADVCl@Kj@QRKt@k@x@iAbBwCb@e@bBkAb@a@l@}@rAcCp@y@POh@Yl@OVCV?n@FtBb@l@HdADn@Al@GrB_@l@In@Cl@?fAN~CbAl@LV@l@AdCc@l@Al@HlBf@h@BbBInBGjDUrBa@`F_BjA]p@Or@IdBGdKG`AHf@Lb@V^^h@r@p@jA\^^^b@XdAh@r@Lr@DbAArAI`A@p@Hn@R
15552815,Vrh Rokova-tabla Koč. Reka,['Kocevje'],5416.1,-0.621,2375,45.622134,14.787374,45.580463,14.799346,-2.3,7.8,27.0,unknown,iqmuGadgyAnA]`A_@RKp@s@PMPId@Ir@VPHd@L~A_@z@AdAJjA@VDh@`@Vt@?`A[`BAd@FdAd@t@XTx@^\F^@~@I~@Oz@]\Qx@q@jAyA~DoGzCkFfBwDl@eBj@kCr@yHRy@f@kA~@qAzAkAzA_BNW~AqD`@k@RQzAUxCBlAW~Aw@|Ak@lBQfCRlCJzBKxFk@x@At@BdB\nCz@jAJr@Ap@Ol@WRMf@e@t@cA`B{CRUlCsBPQpA}B~@wA\]zAs@vA?~Bb@|BPjBMxAYbAMfAAfAJl@L~Br@x@RT@vDm@rALbBd@x@DrEWrBSpBYVEzE_Bp@Q|Dq@lBG`HJ`CH`Aj@j@l@hAjBbB~ARH|Bb@|BE
23497896,Veronika flow trail 2020,['Kocevje'],2208.5,0.0,6176,45.613015,14.871981,45.617383,14.879181,-8.9,-2.4,0.0,unknown,ixkuG{twyAGRY`@uBzBiAfBMNa@Xy@v@Uf@Wt@EHE@EECORsA\wAj@aAPa@VqAN}APw@BOBm@Fq@Pi@PeBBmDFo@@gAFeAHQZYBGCGKCK@MJMf@G?D[NYASECq@d@ORITMd@IJI@MAO]Hi@?OC[JmCTkAHq@\wAR_@^_@N[CCK@UPMDs@DQH_@ZIDSCCMBQFWL[l@cDHSXWBIAIECkAh@_An@OLi@hAc@r@]XoAf@OJKb@GDCKBSJe@De@Jc@b@}@DO`@q@Pc@Pc@N_AEAG@OJQTk@`@kAfAi@l@OJS@_@Cm@QKGDQ?OIKYI[c@Q]
9848858,Livold-Kočevje,['Kocevje'],2442.1,0.0262,14477,45.615273,14.889755,45.629319,14.867365,0.2,4.2,13.1,unknown,mfluG}c{yAa@JcAb@aAj@m@d@g@p@kDrIk@nAaAtC[t@i@p@_@VaAd@{@l@e@n@q@hAQj@QjAInDIhASvAa@jBs@`Ee@|Aa@lAi@jAiCtDWf@EP_@bAE^Ol@m@fBm@~AiA`CmAxB[^]XMF]Zg@n@Wb@yArCy@dBgC`Fe@v@iBpDkGjNWb@k@r@[Xo@\q@Ru@La@?eAI
11692034,Kočevje-Livold,['Kocevje'],2444.2,-0.0178,16783,45.629245,14.867274,45.615379,14.889644,-0.2,3.8,8.9,unknown,w}nuGmwvyAf@Fh@?h@Cf@Mp@Wb@Y`@_@\c@l@eA`F}KtBoE|IyPP[^c@zAoAl@cAxAuCpAcD\eAv@oCTq@t@wAdAuAb@u@^{@v@{BZuAxA}HNaBL_EL{@ZcAd@w@f@s@|@q@~@g@b@YTUXa@Xs@`AsCnDyIZq@\m@b@a@n@g@p@_@`A_@
15637307,Kolpski krog,['Kocevje'],68899.5,0.0,543,45.611823,14.891216,45.612007,14.891567,0.0,46.1,869.3,unknown,{pkuGam{yAXCV?VDTJRPz@dAbAbAp@j@ZNx@VlKdCl@Hl@F`CJp@HpAX~Aj@pA^p@Ln@HjAFpADjC@zBIxC[j@CbBNp@JbATz@LjDX~AR`AZ~@d@z@h@xBzAnCnAhBpAb@VVHXD^?zASl@Cn@Fv@RnCbAnB|@j@P`ADlBQp@@~@`@`@RjAv@d@RXDvB@v@Hl@PfAl@x@^pAVx@DhCArBKx@IjBYn@Ox@W|Aq@l@[p@i@l@k@vA_BpAoA`As@jBeA^YrDqDz@i@hCaATMl@e@jBsBr@i@v@]z@S^A\?^D^H^Lx@f@r@p@l@z@`A~AxExJb@p@x@bAh@d@j@Zj@TzA^j@Vf@\f@^b@d@b@f@^j@f@dAh@dBpBbI|AbFlAhEVpAVbBZ~CHdC?jCG|BQ|ByA|KS`CKxD?jB@rB^`JJrAJp@^xA\p@X^X\h@Zj@P^FTBb@CpAOfBe@h@KjE[~@KpAYrAc@~E}Bz@]\Gl@Aj@@f@Ht@Xp@f@n@p@rAlBh@n@j@h@dAt@fAf@n@TtAVrC\fA^bAh@nEbDdAl@~@Vp@Fr@AlBYv@Gt@F^LNHZVp@z@vAbD^l@b@f@dAbA^b@fBbCZ\h@\j@P`@D`@?`@GlCy@`@In@EnAD`Gj@pBJr@?`BChAIhAOj@KzAa@rBw@fM}Gr@]b@Or@Mp@An@D|B\f@@n@En@OtCgAv@MpBSl@Mb@OtBgAh@Sj@KZAZBh@Nd@ThBnAb@Vz@TlBX`@Jv@`@f@f@fCxDfBvB\j@d@rApA`GL`@R^TXb@`@f@Xh@Ph@Lj@Dx@?j@Ej@MtCkAn@Q^G~@A|BL\?ZEt@SXMjDmBd@Kl@CvAJdAV~JtCvHfCt@Np@BXAXGv@a@ZYtAuA~@o@p@S`@A`@DPDn@\j@f@tA|Ap@b@b@Pd@FpB@P@d@Jr@ZvBfBh@\nCz@ZFZD\?~@InAY`@Q\WX_@HSPo@Hq@Es@]aD@y@Ju@Vg@`@a@b@Ud@MjAOb@O^]h@w@r@mA\_@hAe@pBq@`@S`@Wh@m@j@iAXu@VmAFe@Ai@G{@Iy@o@cDgAeDQs@Ge@Gw@CoBGkAMyAm@gEGy@Ag@D}@^oDXuDTsGr@{KBgA@uFBiAJcBVaCb@eCt@oCb@iALU^e@p@o@hFaDr@k@^a@x@oA|@kBfAiC|AwCv@kAvBiCr@eAh@mAr@yBjEsQlAwEn@cB`@{@d@{@l@y@b@_@j@YVGVEZ?v@DrB`@\D\@~AI^@^F^J~Aj@`@Hb@D`@Cb@GfBe@lBMb@E`@M`@Q^U|@u@nCyCr@aAVc@n@gAh@kAfFiM|@gBj@_AbByBhCkCr@w@l@{@jBcDT]ZWZU|@c@z@U^E|@C|@AxBBzAJzARz@TvDdAz@ZZPv@h@r@p@j@z@~B|DxAnBfAdAzBhBl@n@f@t@P\\`AThAn@bFbA|FJjAFnBNfBtA|FN`ALhBDhCTbBT`Ad@xAb@n@rAlANZF`@Bb@Ab@E\MXmBbD{@t@o@|@KTk@pDUt@OVSTUNYH[@cDYs@BYFk@f@G`@Dh@Nn@Tp@Vf@n@v@jB~Ah@l@`@v@l@vAnD~Fj@r@VPXLZ@\C`Dq@~IwBtEmAdAQbAAl@FxD|@vAj@V@FEBKAMCMm@u@U_@eCsFi@y@aBcBGMCQ?e@FiAEaB@i@NoBb@}CDw@EoAS_DCqA@u@JmB@w@EiC@w@TuDQsI?s@@mANeBAmERiHAm@QkBGwAC}CGo@Qg@q@qAg@_Ba@m@]_AQw@Sk@?eAQaBYmASq@Wm@QYSUgAu@USgCeDSOi@QcAi@QOEO?i@XiADg@?WIk@]}@a@u@a@{@qAsBWk@e@uAYc@_AgAeBkASUIKIs@GyCAaAD{@A]K]MUQQICK?MDu@^a@BQCOE}@m@a@Qc@MsBEsABiAOm@C[B_APkCp@m@Z{@p@c@Ne@FO?c@Ec@Ka@OOI_Au@a@WiA_@sBYgAi@u@e@_@a@i@y@c@{@aA{B[o@a@i@}@eAgBaCs@o@e@[o@[uDyA_@GuDF[FWPYTW\Qb@kArD[|@Wf@[d@sBbCe@b@UL{Ab@eAJU?}@OcAEk@Cm@BgBVoAVoBZe@Dw@?c@Mo@]i@a@c@c@S]Wk@M]c@sBc@_AW_@gC}Bo@aAw@{Ae@q@_@_@g@Yy@Wq@Kc@@iATkAXmCx@{@`@SLiBnB{@n@e@XeFfB}DjAu@NwAPu@D{BIa@Gq@Os@GeA@q@Fq@LaBf@iBbAo@ViCj@sAh@_AX_@HQ@MCMIg@k@g@a@kAa@o@g@a@SQEa@?[Lq@f@M@KC_@]{@uAs@q@Y[a@o@Sc@c@iAqAuDa@uA]wAYyAi@sFWmA[s@]k@gAaBsA_Be@]e@UOEy@K}@CmHc@oAO{Ds@eBc@q@W_Ac@MK[]w@mBa@iAQ{@Ii@GaACaAAsEE}BKgDSgEI{CIi@s@uBWoASwAMqBGm@q@wCOcAIeAAgAD}ALsBLi@bAcCdAoBbBoE|AqD`AqBVa@nA}Al@cAx@{AX_ANcA^sAfA_C`@mAp@{D`AqEvAmFx@_CtCgHt@wAj@cAp@}@hAqAb@o@zBsDt@yAbBaCdAeB\u@~CuH|AiDz@}AjBeEx@}AlAgBnByBlCsCdAoAlAeBdAkBt@_BvBmF|AiDlAwC^u@l@aAZu@\oABqABUX{@HQJKx@c@d@e@v@mArAiCd@}AN}@NwAh@_If@cERy@jAiCnAuBp@u@`A{@dAq@dBaAtDeBnDgBhAw@fAiA|AkBfIwLfCqDdAsA|AeBnBoC|@_BtBkDjBoDdAmCfAeEz@gClCuI~BkIhAsEXsAViBJoBByCC}DCyBMqDc@sFCsA@aCBcAdAqOTgFN{ABeA?m@KuBM{AqAaJ}@cGa@cF_@wNcAqRGwA?mBHuCVkCPiATiAXeAd@sA^}@r@qAj@_AjAuAx@u@l@[~Am@tBm@jAWp@Y`@U`@]^e@j@_Ab@gAXmAX}B^kFVuB^uB`@cBh@aBbA_Ct@sA|AuBd@e@pA_AhAq@|@a@nA_@zD}@|AUzBS\I\Ox@i@z@gAh@{AVoA`@mCFuA?aAEm@e@wCYeC]uECo@BgDC{FGkCO}Cg@qF{@eHMsBY_C{AyIoAcJKi@g@aBeAsCkBeEw@mAwBoCk@_@_By@qC_B]QoBi@gCy@k@Yu@q@k@cAc@eA{EuRUm@UYWMo@OIIIKQm@GKg@e@UOMAK@_A\WAUMSQs@gASUqAeAYO[EU@y@f@MDG?KIEQ@STiAFaBHYNSn@c@dAi@z@k@bBsAxByAlDkB^UfB_BjA_ADC?IG?MDaAx@gAl@w@X_ATiCf@cBPoAPq@DyB\MCEE?IFQPIbBWn@OZMz@c@r@c@dCmBXMr@Op@[f@_@nBqBd@_@JU?GCCK@KDe@b@_CzAg@Lm@BeANqE|Ay@Pi@FiESs@Oo@[WQa@e@e@q@UWiCs@o@KeAAm@CM@SHIJKb@C|@Ij@KTKDc@Gi@U}@g@iBc@u@EiAH]Jc@VIHK\UrAGl@Er@?nAGpAGb@Wr@_@l@[Zm@\i@NWJMJm@r@]Va@J]Cm@QgAIaBi@cCUs@SWCe@Fa@Nq@^MRc@nAKLMHODcALwBHyCIc@?u@N}Af@{@NiB@SEGKAQBeAE[EQm@qAW_@oAaB[Wa@UqBe@mDm@y@IgCIq@I{@YiAk@WQm@q@YS[KiAMaGY}AKm@Ki@WkCoB{@k@_DsCeBkBo@e@a@OcCg@gBc@i@QoAk@YIw@C[Di@NO?OCw@o@]OiB_@]C[DYHWNg@d@q@|@_AlBQt@uBhOSlBGn@G`CCdBStFEdAQ`BMfA_@rB[zAYt@_@l@[V[LyCl@k@BMAiAU[@k@Le@^gAjAc@f@eAxAk@^}@X]NsBtAg@d@oAjBWXs@j@sAt@aAt@aBvAsBpBgBhAqAt@QBM?m@OS?YHi@Vs@ROJQRa@`AWRYLK@[A{BSu@C}@DUFOHOLQX{@fB[b@u@x@a@r@i@hAe@|A[x@_B`DKNKFWDYC[MQQUc@a@}AU_@UMMC[E]@u@HwAXeBr@aAd@aBVYLa@^Y`@m@bBO\YZQHYBQEWQu@w@]Se@K_@Co@@c@FKDKHELAHDRHJ~@P`@PbCbBxDtBl@f@lA|BhBpC`AtANVHf@?|@Bh@H\FPXTt@RVLZXT^Nd@H\@^A^GZSh@{@xAOd@EZ?ZD^JR|@x@XPLB^?hAQ^EX@VDVLTPV`@Tb@Xz@VhAZvBFt@AlAMvFIzDK`BKf@Od@uAhCYv@OdAW|D]hCS~@]|@Wf@w@dAuAzAWd@[bAq@xDYhA_@hA_AtBUp@q@vDI\MX]p@_@h@s@v@i@bAKZS|ASz@g@rAgA`CK\g@xC_AjDIx@AtAEx@SrAiAhE[dBOn@a@bAm@z@MVGXMrA@ZF^LZr@x@Zp@Nx@B\AXIX_@r@Wt@iA`FWtAKz@Az@RpDAz@Ov@_AdCSx@O|@[hDe@zBKZ]p@s@z@iBtAeGjEq@j@w@|@s@~@c@r@i@bA[`@a@T{Ab@SL{@r@uHlHa@h@KZGn@Cr@JtE?nBEz@G|@YnAa@nAy@`CkAvCqAnDWhASfBGpA@dDFnARhC@pAMtDMxAY|BEr@?h@RvB^hBdAnCl@tAb@zAJt@^pET|AXxAb@rAjAtCRt@ThDBh@A~@KpAKd@_@dAcBpCsAfBuDnEs@fAiCzEmDvHcFpNw@fCc@fBMjAGrAA~@@bA@dDEjDK|AYvAQf@a@r@{@jAw@x@W^Sd@Od@Qz@o@lEMd@S`@wAjBoBfCuCpCo@r@k@~@c@lA}A|F{@pDk@xCUzBE|A@tB\jEd@nEFpACdAIdAMlAOn@[z@Yl@SZWXs@j@[PiBv@uAb@s@Ho@Bk@AoB][@g@Hg@LYLWP}@t@i@X_@Ha@Dw@GS?QDc@T]`@MTaBvDeDfGWp@uAlEmBfFe@v@e@j@s@p@]Nm@H]Ji@ZYVo@v@i@|@m@v@a@h@YTk@TO@k@EO@MBYP[h@u@rBUXYNO?sB[gAKc@Ac@HQF]XeAbBKJ[RkA`@_APc@?uAOa@@_@FiAn@i@^aA|@a@f@U\Ob@Yx@a@|AS`AM~ASvAMd@_@t@w@dAkEnGsD`G}@hAsC~CiAzAm@`AoAdCoCvF{AzBg@f@oAfAw@~@o@hA_AvByBtDa@x@mA`EiBpFgCvLU|Ac@xDKtAGzBMx@gAdCmAhDm@jCy@jEYbAO`@_AlBs@dBcAhDeAdC}B~Gw@fBi@xBOf@}AnC_@v@Mf@i@lCWt@UZq@n@s@f@kCzAaBnAwB|BgBbB{@|@aAnAcA`Bg@h@m@^aBb@o@Xi@d@sAjBe@b@[L{@RqDj@uBf@a@BkBBgBVo@P[PKLW^kAtC{A~Ba@~@K`@Kr@IdBI|@]rB
17757953,Bosanska koča Climb 23,['Kocevje'],4374.2,15.804,2734,45.640486,14.834823,45.627469,14.838671,6.0,18.2,263.4,unknown,_dquGslpyAHQBQAgBFWLWNUrAgAXY~@}AV[|@k@HG~AgCTy@H}@@UL{@h@mA^{A`@oAZu@Vw@Zs@l@iAX_Ad@iANSNIZ_@Ri@j@_Ar@wAZ[TKx@u@nAo@b@WpAo@^]zAsB~AkBb@]\Q\Wr@cAx@y@X_@\q@VYrAmBj@q@fBsCPUROF@HLBTCJOZe@pAi@~@_@h@kBxDm@fBg@x@Of@GzAI`@Yd@q@n@yBhDm@nA]|@e@bA}ArCY|@Kr@G`AO`AM~@a@dBEb@Mb@QpA?p@Dd@Rr@z@zBH\FlANxAGx@e@vAKj@A\J|@Ad@Kb@]x@Kb@GjBG|@G^Gz@Cx@DpAL`@PPJBJEHQ@KEgBBe@VaDLe@Vg@x@eAr@qAVg@pAyBPa@bAeDVi@HKt@e@NQ\q@V_@LKrAq@h@g@NKPGb@GxAXt@^ZTHLHh@HRFLPLNA^[\ML@PA`AFNHZJlAF`@KNQdAeBl@gA
12186268,Željne-Šalka vas,['Kocevje'],938.2,0.1595,3627,45.658581,14.884229,45.651084,14.879342,1.1,6.7,14.5,unknown,cutuGkazyAz@lAb@b@VRLD\@l@E^@\Fr@f@~AnAxA`Al@\rBv@n@^VTt@~@VTXHVDdAD`Bd@fAh@b@NtAZXRnAhAfAnALTh@l@XTDF
12353942,Triatlon Kočevje - Vzpon,['Kocevje'],875.1,1.408,6775,45.63763,14.889996,45.636886,14.899003,4.0,8.6,35.2,unknown,erpuGme{yAUyBIuA]aEg@aCOaAIuADe@DQHMRQ|A[TKd@c@f@q@b@w@X[^o@Xk@Xa@^u@J_@Fc@J_BDmCI}@KYs@sAq@s@QWWm@Gg@
23746029,Polovička,['Kocevje'],593.3,1.48,7862,45.579817,14.888937,45.584359,14.885196,5.0,8.4,29.6,unknown,yheuGy~zyA{@~@aAv@g@T{Ab@gAf@{@t@}@fA}@~@}@n@{Av@oB|AYXsAbBQN
14883831,Kočevska reka - Štalcarji,['Kocevje'],5407.5,-0.2232,5441,45.575384,14.801196,45.570722,14.866496,-0.8,5.9,27.9,unknown,cmduGmziyAj@sCx@cCnCuFdAkCn@iCXuCDuBPcDxAuHf@{ChAcIzAkHf@}CViDPsML{BRyBjBmMj@aDXoB~A{Hf@yC`AoHj@oHNeDEgDWqCcAcIKkB?yCJqCR_DHgDCgBM}B]aDc@}CaAuCaAaCeA}BeAiCi@{BqAaIc@aD[}CIcDPmDBgAAoL\{H@_BYmLNeDVcDA_DeBs\G}BJgBx@aCZc@`A}@r@i@\c@d@_APq@PoDBiIHgE
